Gene;GDI;;;
TOLLIP-AS1;1,358338357;;;
ATP6V1E2;1,35820499;;;
CEP89;1,358192773;;;
RBM45;1,357936252;;;
PDCD11;1,357889984;;;
PBX3;1,357886925;;;
PIAS3;1,357836693;;;
HELQ;1,357728421;;;
MTMR9;1,357470139;;;
AKAP1;1,357295483;;;
PAIP2B;1,357289448;;;
HMGN5;1,35720812;;;
FAM120B;1,357181238;;;
MED9;1,357046371;;;
LIN7B;1,357023684;;;
ZNF626;1,357000632;;;
CDC23;1,356957837;;;
SLC43A1;1,356857092;;;
ERCC4;1,35685175;;;
POLR3C;1,356837499;;;
WDR60;1,356832735;;;
BRD8;1,356832551;;;
C11orf57;1,356652653;;;
RPS6KA5;1,356609728;;;
EXT2;1,356540797;;;
SFR1;1,356539925;;;
FRYL;1,356449003;;;
OTUD4;1,3563883;;;
GTSF1;1,356337787;;;
ERLIN1;1,356293383;;;
HIST1H2AB;1,356185014;;;
PRPF3;1,356177373;;;
RP11-66N11,8;1,35612784;;;
GNB1L;1,35607742;;;
TAF5;1,355953738;;;
TRMT11;1,355899022;;;
NNT-AS1;1,355774368;;;
PPP2R5D;1,355634578;;;
AQR;1,35559684;;;
PPP3CB;1,355568192;;;
MFN2;1,355556527;;;
ATP6V0A2;1,355523718;;;
PI4K2B;1,355520156;;;
CWC22;1,355393788;;;
ZNF100;1,355276352;;;
C20orf112;1,35501103;;;
AGAP2;1,354942291;;;
DMTF1;1,354914281;;;
ANKMY2;1,354844156;;;
TRMT1L;1,354792567;;;
ZNF143;1,354736536;;;
ZW10;1,354681718;;;
LRRC23;1,354679826;;;
RP11-706O15,3;1,354664328;;;
INPP5B;1,354660785;;;
GTF3C2;1,354635102;;;
XPNPEP3;1,354576875;;;
FAM115C;1,354415198;;;
SGK3;1,354389419;;;
NPIPA1;1,354354542;;;
PDE4D;1,354204652;;;
MRM1;1,354183237;;;
TTC5;1,354182401;;;
PIGB;1,354166831;;;
RP11-301O19,1;1,354098609;;;
VPS13B;1,354028224;;;
SYNGAP1;1,354005752;;;
LINC00115;1,353894527;;;
ADAL;1,353776026;;;
EMC1;1,353757779;;;
POMT1;1,353706721;;;
TRIM65;1,353548146;;;
AC024940,1;1,353518233;;;
LRCH3;1,353472122;;;
ZBTB22;1,353459836;;;
C20orf196;1,3534273;;;
CDPF1;1,353419084;;;
POLR2D;1,353352129;;;
SLC36A4;1,353340534;;;
BLZF1;1,35331985;;;
ANAPC1;1,35331428;;;
WDR59;1,353253724;;;
RP11-73E17,2;1,353150403;;;
FAM161A;1,353123518;;;
KBTBD3;1,353121209;;;
ZNF195;1,353093305;;;
C3orf33;1,353041379;;;
FAM173B;1,353004585;;;
GOLGA5;1,352960682;;;
LIX1L;1,352900752;;;
PARP11;1,352887694;;;
ZNF514;1,352847703;;;
RP5-821D11,7;1,352813486;;;
CFL2;1,352809072;;;
ZBTB1;1,352797689;;;
AC023490,1;1,352745811;;;
OMA1;1,352659306;;;
METTL2A;1,352504558;;;
SUPT7L;1,352417467;;;
TMEM161A;1,352405164;;;
HKR1;1,35235749;;;
RAD17;1,352297264;;;
ZC3H4;1,35218779;;;
AC115618,1;1,352124706;;;
BCR;1,35208298;;;
HSPA13;1,351928345;;;
TOR1AIP1;1,351889096;;;
DCUN1D1;1,351871957;;;
DDX20;1,351823927;;;
CCAR2;1,351823413;;;
DENND4C;1,351796265;;;
AL591479,1;1,35176259;;;
DNAJC11;1,351750791;;;
GIGYF2;1,351696962;;;
WDR36;1,351356759;;;
C7orf43;1,351257984;;;
OR2A1-AS1;1,35124314;;;
IMPA1;1,351229014;;;
IRF2BPL;1,351179413;;;
RAD54L2;1,351024672;;;
GCSH;1,351023052;;;
PUM1;1,350999646;;;
DTD2;1,350974637;;;
SGSM2;1,350899152;;;
GFM1;1,350897622;;;
GYS1;1,350773063;;;
LRRC45;1,350752792;;;
USP38;1,350667091;;;
ROBO3;1,350646033;;;
HIAT1;1,350596493;;;
SEL1L;1,350538626;;;
MACROD1;1,350528876;;;
MARK4;1,350504518;;;
CPD;1,350384217;;;
TRIM16;1,350306253;;;
AKAP10;1,350266365;;;
PRR3;1,350111434;;;
UBA6-AS1;1,349918327;;;
STX17;1,349820447;;;
ANKRD17;1,349656713;;;
EXO5;1,349655255;;;
EID2;1,349615402;;;
PRPF4;1,349612143;;;
ZNF623;1,349242989;;;
RP5-1007M22,2;1,349159288;;;
CDK20;1,349147625;;;
NOP2;1,349118507;;;
RB1CC1;1,348850019;;;
CROCC;1,348781679;;;
PLCL2;1,348719284;;;
YLPM1;1,348635776;;;
PDZD8;1,348544488;;;
GOLPH3L;1,348508475;;;
MSMO1;1,348484449;;;
THUMPD2;1,348464822;;;
SPTLC1;1,348322172;;;
KLHL12;1,348245223;;;
MTG2;1,348226013;;;
GBE1;1,348186959;;;
VPS33B;1,348152288;;;
HAUS5;1,348137181;;;
IPO9;1,348132516;;;
DHODH;1,348069419;;;
RP11-326I11,3;1,347958069;;;
TMEM254;1,347946707;;;
RP1-3J17,3;1,347836851;;;
ELK1;1,347836185;;;
ARSG;1,34780324;;;
DGCR8;1,347576262;;;
COX10;1,34744367;;;
ZNF717;1,347418937;;;
TDP1;1,347390248;;;
RP11-448A19,1;1,347361721;;;
ERC1;1,347340554;;;
GNPDA2;1,34730503;;;
LMBR1;1,34730153;;;
LARP4;1,347192446;;;
RP11-166P13,3;1,347092306;;;
TIPIN;1,347091239;;;
SLC35C1;1,347006371;;;
ZNF783;1,346989291;;;
SECISBP2L;1,346899947;;;
TOP3A;1,346848471;;;
CANT1;1,346846527;;;
ZC4H2;1,346836024;;;
GATAD2B;1,346761334;;;
TSHZ1;1,346692846;;;
B3GNT2;1,346612437;;;
WDR73;1,346579603;;;
HIST2H2BF;1,346557957;;;
EP400NL;1,346465933;;;
DDX60L;1,346137565;;;
GXYLT1;1,34609673;;;
DPH6;1,346054865;;;
SENP2;1,345963052;;;
AMMECR1;1,345882937;;;
TMEM256-PLSCR3;1,345456088;;;
PYROXD1;1,345345121;;;
MTM1;1,345311926;;;
ZCCHC3;1,345262484;;;
HIST1H3A;1,345163109;;;
CDADC1;1,345116268;;;
PINX1;1,345047198;;;
MAP3K6;1,344934901;;;
THAP2;1,344932176;;;
RASA1;1,344898059;;;
CCDC163P;1,344871413;;;
TOMM70A;1,344805442;;;
METRN;1,34477893;;;
BIRC2;1,344638967;;;
RP11-686O6,2;1,344636113;;;
C1orf56;1,344621042;;;
KANSL2;1,344603086;;;
ZNF846;1,344392265;;;
TGDS;1,344363973;;;
FAM21C;1,344360743;;;
PITRM1;1,344249799;;;
GORAB;1,344228114;;;
MED22;1,344223237;;;
POM121C;1,344071468;;;
NUP188;1,343979373;;;
ELAC1;1,34387905;;;
C2orf49;1,34376857;;;
EXOSC6;1,343750413;;;
RP11-712B9,2;1,343714004;;;
POLR3F;1,343691573;;;
PEX13;1,343684002;;;
SUGP1;1,343661963;;;
AK9;1,34352376;;;
WRN;1,343522922;;;
ZMYM6;1,343503958;;;
PIGG;1,343443803;;;
AC113189,5;1,343362363;;;
BMPR2;1,343270557;;;
ACTR8;1,343152097;;;
FAM19A2;1,34307522;;;
ABCA5;1,343062381;;;
TP53BP1;1,343029641;;;
DDHD1;1,342992318;;;
C17orf70;1,34288475;;;
DPYD;1,342878786;;;
TTBK2;1,342814875;;;
RNF121;1,342710306;;;
SERPINB9;1,342702543;;;
NNT;1,342664477;;;
RNF25;1,342422722;;;
HMGCS1;1,342381009;;;
ADAT2;1,34231305;;;
POLRMT;1,342194369;;;
HAR1B;1,342190448;;;
NOL10;1,342177626;;;
MAML1;1,342058408;;;
PPAPDC2;1,342055058;;;
TRMT5;1,34195076;;;
MAP3K7;1,341936122;;;
RSPRY1;1,341935008;;;
EME2;1,341916022;;;
HIST4H4;1,341882792;;;
DIS3L2;1,341870262;;;
ZMYM5;1,341760463;;;
WDR76;1,341713882;;;
PPP1R12B;1,341645053;;;
WDR48;1,341641188;;;
ALG12;1,341638657;;;
TBP;1,341564619;;;
FAM188A;1,34145259;;;
ACAD8;1,341435349;;;
ANKRD13C;1,34141561;;;
METTL2B;1,341414853;;;
KIAA0430;1,341376761;;;
ZHX2;1,341313378;;;
TMEM41A;1,341278396;;;
ARIH1;1,341233753;;;
GMDS-AS1;1,341097711;;;
SGMS1;1,341085831;;;
FAM8A1;1,341073649;;;
FAM98B;1,340914585;;;
STARD5;1,340892487;;;
AC142528,1;1,340877579;;;
TMEM161B-AS1;1,340865933;;;
AHDC1;1,340819499;;;
GOLGA8A;1,340806237;;;
AARS;1,340766632;;;
TAB1;1,340743203;;;
RHOT1;1,340739001;;;
AC091729,9;1,340618637;;;
HIST1H4A;1,340290986;;;
SART3;1,340260023;;;
MKL2;1,340155276;;;
HYLS1;1,340146834;;;
VPS33A;1,340131869;;;
MDC1;1,340126446;;;
TSEN2;1,340118692;;;
ALDH5A1;1,340086981;;;
BPNT1;1,340028961;;;
ZFX;1,339995378;;;
RP11-162G10,5;1,339914928;;;
FBXW4;1,339880131;;;
KIFAP3;1,339845572;;;
ZNF692;1,339838128;;;
DNASE1;1,339746633;;;
GCC1;1,33973248;;;
TLK2;1,339716412;;;
PGBD4;1,339606065;;;
QRICH1;1,339443924;;;
RP11-156E8,1;1,339304023;;;
LOH12CR2;1,339287091;;;
N4BP2;1,339219114;;;
ZNF76;1,339075341;;;
CTC-338M12,4;1,339064171;;;
ZNF254;1,33894718;;;
NCAPD3;1,338739139;;;
MRPL38;1,338649306;;;
SRR;1,338609255;;;
CTC-459F4,3;1,338598669;;;
PAXBP1;1,33859045;;;
MTPAP;1,33856017;;;
CHM;1,338498375;;;
HIST2H2AB;1,33843844;;;
C6orf57;1,33834658;;;
FOXJ3;1,338313615;;;
FAM208A;1,338270862;;;
UHRF2;1,338153727;;;
KLHL7;1,337816936;;;
RANBP2;1,337748923;;;
MIPEP;1,337635725;;;
MYSM1;1,337542606;;;
SGCB;1,337359341;;;
LTN1;1,336991067;;;
ZNF540;1,336988157;;;
AGL;1,336986287;;;
TP73-AS1;1,336953202;;;
EFR3A;1,336940972;;;
GMEB1;1,336927325;;;
CD99L2;1,336919629;;;
ECD;1,336908318;;;
EYA3;1,336890729;;;
C16orf70;1,336825721;;;
RPTOR;1,336689836;;;
BSCL2;1,336617244;;;
ANKIB1;1,336476492;;;
C19orf73;1,336424618;;;
CLK2;1,336370104;;;
RIF1;1,336346424;;;
KANSL1;1,336330232;;;
CLCC1;1,336226347;;;
TRIM33;1,336160251;;;
RMND1;1,336137094;;;
CUL3;1,336078301;;;
CLP1;1,336008922;;;
ENO3;1,335843415;;;
TWF1;1,335808213;;;
ACBD4;1,335762729;;;
DCAF16;1,33552309;;;
STAG1;1,335516614;;;
AP4B1;1,335453512;;;
RP11-849H4,2;1,335452968;;;
ANGEL2;1,335318805;;;
BRF2;1,335187248;;;
IBA57;1,334983814;;;
TRMT2B;1,334964657;;;
GAPVD1;1,33496201;;;
SFT2D3;1,334961869;;;
SLC5A6;1,334880642;;;
UVSSA;1,334847748;;;
ARHGAP12;1,334701489;;;
ZNF791;1,334693376;;;
DHX58;1,334659739;;;
OGFOD1;1,334605439;;;
ORC5;1,334605021;;;
GALNT7;1,334547857;;;
RP11-563N4,1;1,334484918;;;
TNKS2;1,334402548;;;
SLC37A4;1,334354036;;;
ATP11B;1,334324152;;;
LINC00526;1,334312177;;;
ARHGEF7;1,334190762;;;
ORC3;1,334114862;;;
ZNF160;1,334073704;;;
TMSB15B;1,334059761;;;
PURA;1,334047607;;;
C9orf37;1,333983742;;;
NOP14;1,33397854;;;
KLF12;1,333861544;;;
ANKMY1;1,333828857;;;
NLRX1;1,333810436;;;
PRKACB;1,33376644;;;
GLTSCR1;1,33372389;;;
SIAH1;1,333599633;;;
PLA2G6;1,33357418;;;
TBL1XR1;1,333350011;;;
NRL;1,33333255;;;
TMEM184C;1,333120001;;;
FLCN;1,333098189;;;
TTN-AS1;1,332985847;;;
ITGB3BP;1,332977678;;;
UBE2W;1,332934896;;;
RLN2;1,332834607;;;
KIAA1429;1,332740296;;;
RNF123;1,332643203;;;
SMG7;1,332607827;;;
AASDH;1,332576046;;;
NARFL;1,332525781;;;
HSD17B7;1,332465675;;;
BLOC1S3;1,332417297;;;
RANBP9;1,332377162;;;
PORCN;1,332369372;;;
PIGQ;1,332328031;;;
CCDC132;1,332197773;;;
KIAA1586;1,332168484;;;
POC5;1,332048631;;;
NEK7;1,332045238;;;
TTLL1;1,332012989;;;
C12orf43;1,331961825;;;
ANAPC7;1,331925859;;;
MUTYH;1,331903223;;;
ENOX2;1,331845815;;;
PPM1D;1,331800517;;;
EBLN2;1,331727307;;;
CTU2;1,331665644;;;
RP11-400F19,6;1,331615378;;;
MFHAS1;1,331575672;;;
SLC30A7;1,33144483;;;
UBA6;1,331443295;;;
ABCC10;1,331441747;;;
LEMD3;1,331412904;;;
MMGT1;1,331401784;;;
KCTD13;1,331383774;;;
NUFIP1;1,331362669;;;
RANBP10;1,33126003;;;
ZNF611;1,331194749;;;
ZNF609;1,331076908;;;
SIRT3;1,331040975;;;
HERC3;1,331016052;;;
FBXO48;1,33083118;;;
AP001372,2;1,330808139;;;
IQCB1;1,33078073;;;
NOL6;1,330778291;;;
VAT1;1,330743382;;;
SNURF;1,330676009;;;
GTF2E1;1,330595134;;;
MAPK8;1,330519968;;;
SLC39A9;1,330509855;;;
RP11-385F7,1;1,330416766;;;
MED13;1,33030161;;;
KAT7;1,330291841;;;
DOLPP1;1,330042649;;;
AC016629,8;1,329961248;;;
C10orf2;1,329835006;;;
BRMS1L;1,329712888;;;
FAM214A;1,329676844;;;
GID4;1,329563846;;;
KIF21B;1,329483593;;;
MPZL3;1,329418416;;;
RP11-262H14,3;1,329279707;;;
CDK7;1,329153218;;;
C4orf29;1,329070799;;;
PRMT6;1,328968994;;;
SCAF8;1,328957761;;;
TATDN2;1,328908532;;;
NAA25;1,328862013;;;
PDS5B;1,328836034;;;
SSH3;1,32878623;;;
FAM210A;1,328759233;;;
BRAP;1,328636652;;;
RP11-350N15,5;1,328569911;;;
SEC23IP;1,328536113;;;
DBR1;1,328436456;;;
CRNKL1;1,328388853;;;
ZNF574;1,328318036;;;
UBN2;1,328264292;;;
RCCD1;1,328210088;;;
COG2;1,328172709;;;
CCDC102B;1,328159802;;;
NAPEPLD;1,328156617;;;
CTB-113I20,2;1,328080146;;;
C6orf120;1,328070204;;;
CASC7;1,327925683;;;
PARP2;1,327847467;;;
COG1;1,327805948;;;
MTOR;1,327804214;;;
TRDMT1;1,327804136;;;
ZNF266;1,327675316;;;
COG3;1,32755677;;;
KMT2B;1,327552958;;;
RANGAP1;1,327537429;;;
MAP3K4;1,327509846;;;
SLC9A3R2;1,327509016;;;
TUBB2A;1,327498687;;;
MDN1;1,32742436;;;
MAN2A1;1,327423072;;;
ZNF431;1,327414216;;;
PTER;1,327326535;;;
RP11-410L14,2;1,32728837;;;
RP5-940J5,9;1,327074098;;;
SENP3;1,32679067;;;
GLTSCR1L;1,32671464;;;
ZNF169;1,326525905;;;
SMYD5;1,326440346;;;
RP11-505K9,1;1,326434142;;;
IFIT5;1,326377525;;;
PEX26;1,326369845;;;
TTC13;1,326346905;;;
LRRC40;1,326326889;;;
FBXO8;1,326038601;;;
DLG1;1,325843956;;;
RNF111;1,325789401;;;
TRAK2;1,325699495;;;
AP3M1;1,325652314;;;
PIDD;1,325533684;;;
POMGNT2;1,325510521;;;
MVK;1,325502375;;;
KIAA1468;1,325488246;;;
MSTO1;1,325399597;;;
CTAGE5;1,325385918;;;
PIP4K2C;1,325199889;;;
TRIM35;1,32512847;;;
RP11-152N13,5;1,325064513;;;
C9orf64;1,324985266;;;
DENND4A;1,324909469;;;
ANKHD1;1,324850493;;;
SLC25A44;1,324648226;;;
ZNF25;1,324638238;;;
AC016757,3;1,324566945;;;
MMS19;1,324484197;;;
TVP23C;1,324434985;;;
CRY1;1,324416492;;;
ALKBH1;1,324392573;;;
GFM2;1,324320807;;;
RNF144A;1,32418563;;;
ANKRD27;1,324168881;;;
C7orf31;1,32396243;;;
CC2D1B;1,323920151;;;
TMEM185A;1,323865926;;;
PRKAB1;1,323815322;;;
APPL2;1,323795573;;;
KLHL21;1,323582857;;;
FAHD1;1,323502447;;;
BRWD3;1,323489352;;;
CAPS;1,323487843;;;
ZMYND11;1,3234006;;;
TARBP2;1,323388787;;;
SP4;1,323306222;;;
ATAD3B;1,323246024;;;
KCTD7;1,323222392;;;
PIGW;1,322914763;;;
ZNF7;1,322900868;;;
FAM73A;1,322853605;;;
KIAA1009;1,322637661;;;
OSBPL7;1,322625383;;;
MRGBP;1,322536737;;;
MGA;1,322510909;;;
ZRANB1;1,322464352;;;
CETN3;1,32242139;;;
HAUS3;1,322358917;;;
ORC2;1,32234116;;;
TPT1-AS1;1,322097368;;;
NF1;1,322077696;;;
UBE4A;1,321983737;;;
RNMTL1;1,321959151;;;
PMS1;1,32187416;;;
RYK;1,321755788;;;
SUV420H1;1,321732833;;;
MAP2K5;1,321725033;;;
ABHD17B;1,321633478;;;
DCAF10;1,32156179;;;
UBOX5;1,32151311;;;
HEATR1;1,321485902;;;
C9orf41;1,321426085;;;
CDK13;1,321413103;;;
CCDC93;1,321400151;;;
ZNF317;1,321391993;;;
CTSO;1,32137368;;;
TBC1D13;1,321345266;;;
POP1;1,321279939;;;
LMF1;1,321234235;;;
VPS8;1,321228549;;;
ZNF561;1,32117073;;;
CTD-2162K18,5;1,321125842;;;
VWA9;1,320910859;;;
GBA;1,320681539;;;
WDR92;1,320656227;;;
RP11-119F19,2;1,320637456;;;
NAT10;1,320565711;;;
ZNF354A;1,320470352;;;
ZNF74;1,320396717;;;
TRAPPC6B;1,320381597;;;
SAMD8;1,320358152;;;
ADNP;1,320195123;;;
MED23;1,320151211;;;
GTF2H2C;1,320133381;;;
APOL2;1,320089847;;;
ZNF200;1,320017756;;;
TSTD3;1,319846996;;;
NEK4;1,319823475;;;
AL592183,1;1,319815989;;;
RIC8B;1,319735525;;;
TRIM32;1,3196784;;;
POGLUT1;1,319588029;;;
CCDC64;1,319541862;;;
RNPC3;1,319530721;;;
PHF2;1,31952299;;;
ZNF292;1,319479549;;;
PTCD3;1,319305934;;;
YTHDF3;1,319176843;;;
STOML1;1,319174538;;;
SZT2;1,31917405;;;
ZNF397;1,319099831;;;
RP11-629O1,2;1,319008535;;;
RP11-793H13,11;1,318965912;;;
ZNF528;1,318850256;;;
DLGAP3;1,318840685;;;
HIF1AN;1,318715667;;;
NUFIP2;1,31869892;;;
FBXO11;1,318632198;;;
UBL7-AS1;1,318571296;;;
SLC38A9;1,318311445;;;
SLC20A2;1,318305517;;;
ZBTB10;1,318262259;;;
PPP2R1B;1,318241764;;;
ZNF446;1,318209899;;;
RETSAT;1,318089759;;;
ZNF28;1,318027024;;;
NGRN;1,318016368;;;
BRAF;1,31791448;;;
RP11-290D2,6;1,317750986;;;
SNTB1;1,317731219;;;
STAU2;1,317725086;;;
CTD-2341M24,1;1,31763465;;;
NR1D2;1,317622025;;;
HS2ST1;1,317620345;;;
FAM160B2;1,317618424;;;
RP11-115C21,2;1,317540019;;;
VMAC;1,317501629;;;
C18orf25;1,317494278;;;
ANGEL1;1,317422366;;;
RP5-886K2,3;1,317394928;;;
KIAA2018;1,317378106;;;
SMARCAD1;1,31732608;;;
ZNF529;1,317236398;;;
ASTE1;1,31718772;;;
NAIF1;1,317183733;;;
TRUB1;1,3170538;;;
ARL4D;1,317012882;;;
CCBL1;1,316844204;;;
WDR3;1,316776889;;;
CTDSPL2;1,316704946;;;
TDRD3;1,316687136;;;
ZNF337;1,316593434;;;
TEX10;1,316503459;;;
SUPV3L1;1,316482049;;;
CNOT11;1,31644947;;;
FUK;1,316322295;;;
NAA35;1,316275265;;;
KIAA1715;1,316153186;;;
CCNT1;1,316131804;;;
CA11;1,316127044;;;
MTMR2;1,316085007;;;
PAK4;1,31603424;;;
VPS13D;1,315987809;;;
SLC9B2;1,315963934;;;
MTMR6;1,31592254;;;
MRI1;1,315894653;;;
PEX14;1,315837155;;;
PUM2;1,315795932;;;
ETFDH;1,315749652;;;
GOLGA1;1,315731894;;;
PHF10;1,31565796;;;
RALGAPA2;1,315556281;;;
C2orf76;1,31553981;;;
NUDT4;1,31549242;;;
RP11-138A9,1;1,315483317;;;
DDX26B;1,315421546;;;
ZSCAN32;1,315273667;;;
USP9X;1,315120271;;;
NPEPPS;1,314987782;;;
PMM2;1,314946211;;;
PSTK;1,314924596;;;
KIF16B;1,314897812;;;
RP11-467D6,1;1,314846526;;;
EFCAB4B;1,314748372;;;
ZNF771;1,314655926;;;
N6AMT1;1,314542626;;;
ZBTB40;1,314445655;;;
SETD6;1,314426817;;;
TMEM57;1,314252495;;;
ZNF740;1,314218545;;;
C11orf54;1,314157045;;;
RPGR;1,314101467;;;
C19orf55;1,314009994;;;
SLC35B3;1,313758158;;;
RP11-755B10,4;1,313734744;;;
SLC35A3;1,313705244;;;
LZTR1;1,313691024;;;
AEBP2;1,313677137;;;
ASB6;1,313668849;;;
DYRK2;1,313448219;;;
RBM28;1,313405117;;;
ARID1B;1,313387129;;;
LSG1;1,313374354;;;
ZC3H10;1,313310533;;;
ENTPD5;1,313120445;;;
SNX12;1,313085242;;;
TTC31;1,313053151;;;
CEP95;1,313003944;;;
AP1G1;1,312989799;;;
STRN3;1,312962693;;;
INTS4;1,312925224;;;
RAB3GAP2;1,312924621;;;
ZNF287;1,312868969;;;
PRDM4;1,312782159;;;
ZFYVE20;1,312757032;;;
RNF103;1,312675014;;;
G2E3;1,312665033;;;
GNL3L;1,312556426;;;
LRCH1;1,312551612;;;
ODF2;1,312538338;;;
UTP15;1,312250551;;;
MOSPD1;1,312127494;;;
C17orf100;1,312126177;;;
ZNF398;1,312103526;;;
STK19;1,312063026;;;
FBXO31;1,311927574;;;
PIP4K2B;1,311914574;;;
PCED1A;1,31189262;;;
C2ORF15;1,311821201;;;
CEP19;1,311782612;;;
RABL2A;1,311718829;;;
TMEM209;1,311703789;;;
PIGO;1,311560312;;;
VEZT;1,31147279;;;
LANCL1;1,311432554;;;
CTC-338M12,5;1,311421476;;;
CYP2R1;1,311298911;;;
ZNF689;1,311135542;;;
GFOD2;1,310907578;;;
ABL2;1,310900105;;;
ZZZ3;1,310897042;;;
RFFL;1,310826065;;;
TTC27;1,310750391;;;
PMS2;1,31065881;;;
PHOSPHO2;1,310636424;;;
FBXO38;1,31061771;;;
RBM48;1,310591463;;;
AC009133,14;1,310574251;;;
FEM1A;1,310543003;;;
MKLN1;1,310529977;;;
FAM195B;1,310462166;;;
ZNF33B;1,310209859;;;
ATAT1;1,310172336;;;
PXN-AS1;1,310139516;;;
MTRF1;1,310085108;;;
KIAA0355;1,309938428;;;
RNGTT;1,309870204;;;
PARP16;1,309795342;;;
CCDC84;1,30978333;;;
CMTR1;1,309745638;;;
LRRC8D;1,309728274;;;
ZFP82;1,309719885;;;
NAA30;1,309717525;;;
RP11-244H3,4;1,309689124;;;
ZFP64;1,309598806;;;
ZNF250;1,309562256;;;
FAM76A;1,309426664;;;
POLR3A;1,309331653;;;
AKAP11;1,309215105;;;
ZNF71;1,309137546;;;
KCTD18;1,30912324;;;
WDR24;1,308861928;;;
SUV39H1;1,308854743;;;
ZNHIT6;1,308786065;;;
ZNF37A;1,308711381;;;
XRRA1;1,30868464;;;
KIAA1109;1,308656086;;;
NOP14-AS1;1,30864287;;;
PPP1R37;1,308629672;;;
MYO19;1,308467429;;;
DYRK1A;1,308357275;;;
LRIG2;1,308355949;;;
CTD-2260A17,2;1,308277688;;;
FAM213B;1,308195766;;;
ZNF211;1,308156226;;;
ACTR5;1,308150079;;;
DCAKD;1,308119034;;;
CAMKMT;1,308115521;;;
ZBTB11;1,308046705;;;
CHUK;1,308024331;;;
FAM179B;1,307886764;;;
ZNF585B;1,307849791;;;
FAM199X;1,307840492;;;
ADO;1,30778959;;;
SUCO;1,307734429;;;
TBC1D23;1,307715031;;;
CSRP2BP;1,307690057;;;
C22orf29;1,307517883;;;
MUT;1,307508412;;;
SLC12A6;1,307461716;;;
CNNM2;1,307360108;;;
KPNA5;1,307230626;;;
HARS2;1,307041349;;;
SPAST;1,307006327;;;
ZFYVE1;1,306919031;;;
FOXJ2;1,306889807;;;
VARS2;1,306831876;;;
SPIN1;1,306752039;;;
ATG2B;1,306609611;;;
SC5D;1,306574339;;;
SCYL3;1,306445821;;;
FBXO28;1,306436259;;;
TAF1A;1,306370495;;;
LRRC37B;1,306033745;;;
RP3-467N11,1;1,306028482;;;
IFFO2;1,306017691;;;
MYBBP1A;1,305948889;;;
CCNT2;1,30594617;;;
LMAN2L;1,305892864;;;
NR2C1;1,305881187;;;
BBS4;1,305788511;;;
LZTS2;1,305740061;;;
ATF2;1,305721225;;;
SENP5;1,305683714;;;
ZNF644;1,305582218;;;
ANAPC4;1,305469144;;;
PCNXL2;1,305417712;;;
RFWD3;1,305380301;;;
CTC1;1,305255612;;;
AP5S1;1,305203718;;;
ZFR2;1,305123007;;;
RP1-28O10,1;1,305000723;;;
ZNF322;1,304857467;;;
SETD1B;1,30480997;;;
ZNF468;1,304777834;;;
IPO13;1,304694878;;;
MFN1;1,304688634;;;
ABI2;1,304667803;;;
ZNF569;1,304655796;;;
CUL9;1,304616999;;;
NUDT7;1,304525096;;;
SLC25A22;1,304460551;;;
FAM69A;1,304434981;;;
RP11-87C12,2;1,304358673;;;
FASTKD2;1,304344157;;;
RP11-634H22,1;1,304120858;;;
HECA;1,304101164;;;
RPS6KB1;1,30408129;;;
PHF7;1,30406898;;;
ZNF182;1,304053278;;;
DGKE;1,303881793;;;
ZNF773;1,303719523;;;
RLIM;1,303643394;;;
RP11-297N6,4;1,303588796;;;
C16orf58;1,303533817;;;
BTRC;1,303525756;;;
RNF38;1,30350707;;;
TAF1;1,303452141;;;
TMEM260;1,303346083;;;
PABPC1L;1,303327807;;;
TRAF3IP2-AS1;1,303249364;;;
PAPOLG;1,303159242;;;
METTL25;1,303138423;;;
RP11-506M13,3;1,303124302;;;
UBQLN4;1,302972581;;;
NUPL1;1,302914624;;;
RALGPS1;1,302846246;;;
ASB7;1,302844437;;;
C8orf44;1,302804223;;;
RBM41;1,30272571;;;
PEX5;1,302705333;;;
CTD-2562J15,6;1,302589311;;;
PEX7;1,302525744;;;
PGAP3;1,30244522;;;
UBR1;1,302372089;;;
TRPM7;1,302366689;;;
ZNF253;1,302337119;;;
PRPF39;1,302308307;;;
NRIP1;1,302297405;;;
LIN7C;1,30226746;;;
KIAA1919;1,302256222;;;
ZNF18;1,302184342;;;
LYSMD4;1,302163406;;;
POLG2;1,30211272;;;
KIAA1147;1,302092192;;;
CWF19L1;1,302061618;;;
HMG20A;1,301890152;;;
GEMIN5;1,301874376;;;
RP11-727F15,12;1,301851544;;;
SMAD4;1,301838719;;;
CAAP1;1,301818147;;;
RIMKLB;1,301784412;;;
RCBTB1;1,301714687;;;
ZNF507;1,301632234;;;
SEC22A;1,301596321;;;
HEATR5B;1,301572356;;;
HSD11B1L;1,301529553;;;
RP3-322G13,5;1,301516978;;;
BAHD1;1,301446503;;;
FBXL17;1,301372064;;;
AP4S1;1,301310315;;;
PRKCI;1,301253274;;;
OXSM;1,30125218;;;
MTERF;1,301186397;;;
ZFP90;1,300910743;;;
VPRBP;1,300882298;;;
TTI1;1,300754842;;;
ZXDA;1,300745984;;;
COG8;1,300639933;;;
AKT3;1,300636305;;;
ZNF776;1,30045949;;;
CMTR2;1,300439297;;;
PUS10;1,300428395;;;
CENPL;1,300193977;;;
C10orf88;1,300187334;;;
NLRP2;1,300173149;;;
PEX1;1,300166399;;;
WWP1;1,300112135;;;
RP11-108M9,6;1,300025678;;;
